yearID,teamID,payroll,name,WSWin,Rank,LgWin,DivWin,WCWin,W,L
2010,ARI,60.718166,Arizona Diamondbacks,0,5,0,0,0,65,97
2010,ATL,84.423666,Atlanta Braves,0,2,0,0,1,91,71
2010,BAL,81.6125,Baltimore Orioles,0,5,0,0,0,66,96
2010,BOS,162.447333,Boston Red Sox,0,3,0,0,0,89,73
2010,CHA,105.53,Chicago White Sox,0,2,0,0,0,88,74
2010,CHN,146.609,Chicago Cubs,0,5,0,0,0,75,87
2010,CIN,71.761542,Cincinnati Reds,0,1,0,1,0,91,71
2010,CLE,61.203966,Cleveland Indians,0,4,0,0,0,69,93
2010,COL,84.227,Colorado Rockies,0,3,0,0,0,83,79
2010,DET,122.864928,Detroit Tigers,0,3,0,0,0,81,81
2010,MIA,57.029719,Miami Marlins,0,3,0,0,0,80,82
2010,HOU,92.3555,Houston Astros,0,4,0,0,0,76,86
2010,KCA,71.40521,Kansas City Royals,0,5,0,0,0,67,95
2010,LAA,104.963866,Los Angeles Angels of Anaheim,0,3,0,0,0,80,82
2010,LAN,95.358016,Los Angeles Dodgers,0,4,0,0,0,80,82
2010,MIL,81.108278,Milwaukee Brewers,0,3,0,0,0,77,85
2010,MIN,97.559166,Minnesota Twins,0,1,0,1,0,94,68
2010,NYA,206.333389,New York Yankees,0,2,0,0,1,95,67
2010,NYN,134.422942,New York Mets,0,4,0,0,0,79,83
2010,OAK,55.2549,Oakland Athletics,0,2,0,0,0,81,81
2010,PHI,141.928379,Philadelphia Phillies,0,1,0,1,0,97,65
2010,PIT,34.943,Pittsburgh Pirates,0,6,0,0,0,57,105
2010,SDN,37.7993,San Diego Padres,0,2,0,0,0,90,72
2010,SEA,86.51,Seattle Mariners,0,4,0,0,0,61,101
2010,SFN,98.641333,San Francisco Giants,1,1,1,1,0,92,70
2010,SLN,93.540751,St. Louis Cardinals,0,2,0,0,0,86,76
2010,TBA,71.923471,Tampa Bay Rays,0,1,0,1,0,96,66
2010,TEX,55.250544,Texas Rangers,0,1,1,1,0,90,72
2010,TOR,62.234,Toronto Blue Jays,0,4,0,0,0,85,77
2010,WAS,61.4,Washington Nationals,0,5,0,0,0,69,93
2011,ARI,53.639833,Arizona Diamondbacks,0,1,0,1,0,94,68
2011,ATL,87.002692,Atlanta Braves,0,2,0,0,0,89,73
2011,BAL,85.304038,Baltimore Orioles,0,5,0,0,0,69,93
2011,BOS,161.762475,Boston Red Sox,0,3,0,0,0,90,72
2011,CHA,127.789,Chicago White Sox,0,3,0,0,0,79,83
2011,CHN,125.047329,Chicago Cubs,0,5,0,0,0,71,91
2011,CIN,75.947134,Cincinnati Reds,0,3,0,0,0,79,83
2011,CLE,48.776566,Cleveland Indians,0,2,0,0,0,80,82
2011,COL,88.148071,Colorado Rockies,0,4,0,0,0,73,89
2011,DET,105.700231,Detroit Tigers,0,1,0,1,0,95,67
2011,MIA,56.944,Miami Marlins,0,5,0,0,0,72,90
2011,HOU,70.694,Houston Astros,0,6,0,0,0,56,106
2011,KCA,35.712,Kansas City Royals,0,4,0,0,0,71,91
2011,LAA,138.543166,Los Angeles Angels of Anaheim,0,2,0,0,0,86,76
2011,LAN,104.188999,Los Angeles Dodgers,0,3,0,0,0,82,79
2011,MIL,85.497333,Milwaukee Brewers,0,1,0,1,0,96,66
2011,MIN,112.737,Minnesota Twins,0,5,0,0,0,63,99
2011,NYA,202.275028,New York Yankees,0,1,0,1,0,97,65
2011,NYN,118.847309,New York Mets,0,4,0,0,0,77,85
2011,OAK,66.5365,Oakland Athletics,0,3,0,0,0,74,88
2011,PHI,172.976379,Philadelphia Phillies,0,1,0,1,0,102,60
2011,PIT,45.047,Pittsburgh Pirates,0,4,0,0,0,72,90
2011,SDN,45.86914,San Diego Padres,0,5,0,0,0,71,91
2011,SEA,86.1106,Seattle Mariners,0,4,0,0,0,67,95
2011,SFN,118.198333,San Francisco Giants,0,2,0,0,0,86,76
2011,SLN,105.433572,St. Louis Cardinals,1,2,1,0,1,90,72
2011,TBA,41.053571,Tampa Bay Rays,0,2,0,0,1,91,71
2011,TEX,92.299264,Texas Rangers,0,1,1,1,0,96,66
2011,TOR,62.5678,Toronto Blue Jays,0,4,0,0,0,81,81
2011,WAS,63.856928,Washington Nationals,0,3,0,0,0,80,81
2012,ARI,73.804833,Arizona Diamondbacks,0,3,0,0,0,81,81
2012,ATL,82.829942,Atlanta Braves,0,2,0,0,1,94,68
2012,BAL,77.353999,Baltimore Orioles,0,2,0,0,1,93,69
2012,BOS,173.186617,Boston Red Sox,0,5,0,0,0,69,93
2012,CHA,96.9195,Chicago White Sox,0,2,0,0,0,85,77
2012,CHN,88.197033,Chicago Cubs,0,5,0,0,0,61,101
2012,CIN,82.203616,Cincinnati Reds,0,1,0,1,0,97,65
2012,CLE,78.4303,Cleveland Indians,0,4,0,0,0,68,94
2012,COL,78.069571,Colorado Rockies,0,5,0,0,0,64,98
2012,DET,132.3,Detroit Tigers,0,1,1,1,0,88,74
2012,HOU,60.651,Houston Astros,0,6,0,0,0,55,107
2012,KCA,60.916225,Kansas City Royals,0,3,0,0,0,72,90
2012,LAA,154.485166,Los Angeles Angels of Anaheim,0,3,0,0,0,89,73
2012,LAN,95.143575,Los Angeles Dodgers,0,2,0,0,0,86,76
2012,MIA,118.078,Miami Marlins,0,5,0,0,0,69,93
2012,MIL,97.653944,Milwaukee Brewers,0,3,0,0,0,83,79
2012,MIN,94.085,Minnesota Twins,0,5,0,0,0,66,96
2012,NYA,196.522289,New York Yankees,0,1,0,1,0,95,67
2012,NYN,93.353983,New York Mets,0,4,0,0,0,74,88
2012,OAK,55.3725,Oakland Athletics,0,1,0,1,0,94,68
2012,PHI,174.538938,Philadelphia Phillies,0,3,0,0,0,81,81
2012,PIT,62.951999,Pittsburgh Pirates,0,4,0,0,0,79,83
2012,SDN,55.2447,San Diego Padres,0,4,0,0,0,76,86
2012,SEA,81.9781,Seattle Mariners,0,4,0,0,0,75,87
2012,SFN,117.620683,San Francisco Giants,1,1,1,1,0,94,68
2012,SLN,110.300862,St. Louis Cardinals,0,2,0,0,1,88,74
2012,TBA,64.1735,Tampa Bay Rays,0,3,0,0,0,90,72
2012,TEX,120.510974,Texas Rangers,0,2,0,0,1,93,69
2012,TOR,75.0092,Toronto Blue Jays,0,4,0,0,0,73,89
2012,WAS,80.855143,Washington Nationals,0,1,0,1,0,98,64
2013,ARI,90.132,Arizona Diamondbacks,0,2,0,0,0,81,81
2013,ATL,87.871525,Atlanta Braves,0,1,0,1,0,96,66
2013,BAL,84.393333,Baltimore Orioles,0,3,0,0,0,85,77
2013,BOS,151.53,Boston Red Sox,1,1,1,1,0,97,65
2013,CHA,120.065277,Chicago White Sox,0,5,0,0,0,63,99
2013,CHN,100.567726,Chicago Cubs,0,5,0,0,0,66,96
2013,CIN,106.404462,Cincinnati Reds,0,3,0,0,1,90,72
2013,CLE,75.7718,Cleveland Indians,0,2,0,0,1,92,70
2013,COL,74.409071,Colorado Rockies,0,5,0,0,0,74,88
2013,DET,145.9895,Detroit Tigers,0,1,0,1,0,93,69
2013,HOU,17.8907,Houston Astros,0,5,0,0,0,51,111
2013,KCA,80.091725,Kansas City Royals,0,3,0,0,0,86,76
2013,LAA,124.17475,Los Angeles Angels of Anaheim,0,3,0,0,0,78,84
2013,LAN,223.362196,Los Angeles Dodgers,0,1,0,1,0,92,70
2013,MIA,33.6019,Miami Marlins,0,5,0,0,0,62,100
2013,MIL,76.947033,Milwaukee Brewers,0,4,0,0,0,74,88
2013,MIN,75.3375,Minnesota Twins,0,4,0,0,0,66,96
2013,NYA,231.978886,New York Yankees,0,4,0,0,0,85,77
2013,NYN,49.448346,New York Mets,0,4,0,0,0,74,88
2013,OAK,60.1325,Oakland Athletics,0,1,0,1,0,96,66
2013,PHI,169.863189,Philadelphia Phillies,0,4,0,0,0,73,89
2013,PIT,77.062,Pittsburgh Pirates,0,2,0,0,1,94,68
2013,SDN,65.5855,San Diego Padres,0,3,0,0,0,76,86
2013,SEA,74.005043,Seattle Mariners,0,4,0,0,0,71,91
2013,SFN,140.180334,San Francisco Giants,0,4,0,0,0,76,86
2013,SLN,92.26011,St. Louis Cardinals,0,1,1,1,0,97,65
2013,TBA,52.955272,Tampa Bay Rays,0,2,0,0,1,92,71
2013,TEX,112.5226,Texas Rangers,0,2,0,0,0,91,72
2013,TOR,126.2881,Toronto Blue Jays,0,5,0,0,0,74,88
2013,WAS,113.70327,Washington Nationals,0,2,0,0,0,86,76
2014,ARI,97.8615,Arizona Diamondbacks,0,5,0,0,0,64,98
2014,ATL,97.609,Atlanta Braves,0,2,0,0,0,79,83
2014,BAL,103.416,Baltimore Orioles,0,1,0,1,0,96,66
2014,BOS,139.019929,Boston Red Sox,0,5,0,0,0,71,91
2014,CHA,81.8305,Chicago White Sox,0,4,0,0,0,73,89
2014,CHN,65.5225,Chicago Cubs,0,5,0,0,0,73,89
2014,CIN,108.2175,Cincinnati Reds,0,4,0,0,0,76,86
2014,CLE,82.151899,Cleveland Indians,0,3,0,0,0,85,77
2014,COL,95.4035,Colorado Rockies,0,4,0,0,0,66,96
2014,DET,152.8555,Detroit Tigers,0,1,0,1,0,90,72
2014,HOU,35.1163,Houston Astros,0,4,0,0,0,70,92
2014,KCA,74.594075,Kansas City Royals,0,2,1,0,1,89,73
2014,LAA,121.98825,Los Angeles Angels of Anaheim,0,1,0,1,0,98,64
2014,LAN,217.0146,Los Angeles Dodgers,0,1,0,1,0,94,68
2014,MIA,41.8369,Miami Marlins,0,4,0,0,0,77,85
2014,MIL,101.217,Milwaukee Brewers,0,3,0,0,0,82,80
2014,MIN,83.7625,Minnesota Twins,0,5,0,0,0,70,92
2014,NYA,197.543907,New York Yankees,0,2,0,0,0,84,78
2014,NYN,85.55699,New York Mets,0,3,0,0,0,79,83
2014,OAK,72.4084,Oakland Athletics,0,2,0,0,1,88,74
2014,PHI,180.944967,Philadelphia Phillies,0,5,0,0,0,73,89
2014,PIT,77.178,Pittsburgh Pirates,0,2,0,0,1,88,74
2014,SDN,75.6857,San Diego Padres,0,3,0,0,0,77,85
2014,SEA,92.5311,Seattle Mariners,0,3,0,0,0,87,75
2014,SFN,163.510167,San Francisco Giants,1,2,1,0,1,88,74
2014,SLN,120.693,St. Louis Cardinals,0,1,0,1,0,90,72
2014,TBA,72.6891,Tampa Bay Rays,0,4,0,0,0,77,85
2014,TEX,112.255059,Texas Rangers,0,5,0,0,0,67,95
2014,TOR,109.9201,Toronto Blue Jays,0,3,0,0,0,83,79
2014,WAS,131.98368,Washington Nationals,0,1,0,1,0,96,66
2015,ARI,61.834,Arizona Diamondbacks,0,3,0,0,0,79,83
2015,ATL,71.78125,Atlanta Braves,0,4,0,0,0,67,95
2015,BAL,115.044833,Baltimore Orioles,0,3,0,0,0,81,81
2015,BOS,181.1034,Boston Red Sox,0,5,0,0,0,78,84
2015,CHA,112.3737,Chicago White Sox,0,4,0,0,0,76,86
2015,CHN,115.87931,Chicago Cubs,0,3,0,0,1,97,65
2015,CIN,113.072286,Cincinnati Reds,0,5,0,0,0,64,98
2015,CLE,87.663766,Cleveland Indians,0,3,0,0,0,81,80
2015,COL,95.6886,Colorado Rockies,0,5,0,0,0,68,94
2015,DET,172.28475,Detroit Tigers,0,5,0,0,0,74,87
2015,HOU,72.2562,Houston Astros,0,2,0,0,1,86,76
2015,KCA,112.107025,Kansas City Royals,1,1,1,1,0,95,67
2015,LAA,120.005415,Los Angeles Angels of Anaheim,0,3,0,0,0,85,77
2015,LAN,215.792,Los Angeles Dodgers,0,1,0,1,0,92,70
2015,MIA,68.0565,Miami Marlins,0,3,0,0,0,71,91
2015,MIL,100.85,Milwaukee Brewers,0,4,0,0,0,68,94
2015,MIN,107.755,Minnesota Twins,0,2,0,0,0,83,79
2015,NYA,212.751957,New York Yankees,0,2,0,0,1,87,75
2015,NYN,96.766683,New York Mets,0,1,1,1,0,90,72
2015,OAK,79.053501,Oakland Athletics,0,5,0,0,0,68,94
2015,PHI,111.693,Philadelphia Phillies,0,5,0,0,0,63,99
2015,PIT,88.892499,Pittsburgh Pirates,0,2,0,0,1,98,64
2015,SDN,118.4413,San Diego Padres,0,4,0,0,0,74,88
2015,SEA,122.2087,Seattle Mariners,0,4,0,0,0,76,86
2015,SFN,164.7015,San Francisco Giants,0,2,0,0,0,84,78
2015,SLN,119.2415,St. Louis Cardinals,0,1,0,1,0,100,62
2015,TBA,64.521233,Tampa Bay Rays,0,4,0,0,0,80,82
2015,TEX,143.742789,Texas Rangers,0,1,0,1,0,88,74
2015,TOR,112.9924,Toronto Blue Jays,0,1,0,1,0,93,69
2015,WAS,155.587472,Washington Nationals,0,2,0,0,0,83,79
2016,ARI,87.439063,Arizona Diamondbacks,0,4,0,0,0,69,93
2016,ATL,68.498291,Atlanta Braves,0,5,0,0,0,68,93
2016,BAL,161.863456,Baltimore Orioles,0,2,0,0,1,89,73
2016,BOS,188.545761,Boston Red Sox,0,1,0,1,0,93,69
2016,CHA,112.998667,Chicago White Sox,0,4,0,0,0,78,84
2016,CHN,154.067668,Chicago Cubs,1,1,1,1,0,103,58
2016,CIN,88.940059,Cincinnati Reds,0,5,0,0,0,68,94
2016,CLE,74.3119,Cleveland Indians,0,1,1,1,0,94,67
2016,COL,112.645071,Colorado Rockies,0,3,0,0,0,75,87
2016,DET,194.876481,Detroit Tigers,0,2,0,0,0,86,75
2016,HOU,94.8937,Houston Astros,0,3,0,0,0,84,78
2016,KCA,131.487125,Kansas City Royals,0,3,0,0,0,81,81
2016,LAA,137.251333,Los Angeles Angels of Anaheim,0,4,0,0,0,74,88
2016,LAN,221.28838,Los Angeles Dodgers,0,1,0,1,0,91,71
2016,MIA,77.314202,Miami Marlins,0,3,0,0,0,79,82
2016,MIL,68.775237,Milwaukee Brewers,0,4,0,0,0,73,89
2016,MIN,102.5832,Minnesota Twins,0,5,0,0,0,59,103
2016,NYA,222.997792,New York Yankees,0,4,0,0,0,84,78
2016,NYN,133.889129,New York Mets,0,2,0,0,1,87,75
2016,OAK,86.806234,Oakland Athletics,0,5,0,0,0,69,93
2016,PHI,58.98,Philadelphia Phillies,0,4,0,0,0,71,91
2016,PIT,103.778833,Pittsburgh Pirates,0,3,0,0,0,78,83
2016,SDN,101.424814,San Diego Padres,0,5,0,0,0,68,94
2016,SEA,135.683339,Seattle Mariners,0,2,0,0,0,86,76
2016,SFN,172.253778,San Francisco Giants,0,2,0,0,1,87,75
2016,SLN,143.0535,St. Louis Cardinals,0,2,0,0,0,86,76
2016,TBA,57.09731,Tampa Bay Rays,0,5,0,0,0,68,94
2016,TEX,176.038723,Texas Rangers,0,1,0,1,0,95,67
2016,TOR,138.7017,Toronto Blue Jays,0,2,0,0,1,89,73
